code,name,type,abbr,full
018364,银华医疗健康混合A,混合型-偏股,YHYLJKHHA,YINHUAYILIAOJIANKANGHUNHEA
018365,银华医疗健康混合C,混合型-偏股,YHYLJKHHC,YINHUAYILIAOJIANKANGHUNHEC
018366,国泰君安君添利中短债发起D,债券型-中短债,GTJAJTLZDZFQD,GUOTAIJUNANJUNTIANLIZHONGDUANZHAIFAQID
018367,工银薪金货币C,货币型-普通货币,GYXJHBC,GONGYINXINJINHUOBIC
018370,华夏创业板指数增强A,指数型-股票,HXCYBZSZQA,HUAXIACHUANGYEBANZHISHUZENGQIANGA
018371,华夏创业板指数增强C,指数型-股票,HXCYBZSZQC,HUAXIACHUANGYEBANZHISHUZENGQIANGC
018372,中泰星锐景气成长混合A,混合型-偏股,ZTXRJQCZHHA,ZHONGTAIXINGRUIJINGQICHENGZHANGHUNHEA
018373,中泰星锐景气成长混合C,混合型-偏股,ZTXRJQCZHHC,ZHONGTAIXINGRUIJINGQICHENGZHANGHUNHEC
018374,国富养老目标日期2045三年持有期混合发起式(FOF),FOF-均衡型,GFYLMBRQ2045SNCYQHHFQSFOF,GUOFUYANGLAOMUBIAORIQI2045SANNIANCHIYOUQIHUNHEFAQISHIFOF
018375,金信景气优选混合A,混合型-偏股,JXJQYXHHA,JINXINJINGQIYOUXUANHUNHEA
018376,金信景气优选混合C,混合型-偏股,JXJQYXHHC,JINXINJINGQIYOUXUANHUNHEC
018377,融通远见价值一年持有期混合A,混合型-偏股,RTYJJZYNCYQHHA,RONGTONGYUANJIANJIAZHIYINIANCHIYOUQIHUNHEA
018378,融通远见价值一年持有期混合C,混合型-偏股,RTYJJZYNCYQHHC,RONGTONGYUANJIANJIAZHIYINIANCHIYOUQIHUNHEC
018379,万家国证新能源车电池指数发起式A,指数型-股票,WJGZXNYCDCZSFQSA,WANJIAGUOZHENGXINNENGYUANCHEDIANCHIZHISHUFAQISHIA
018380,万家国证新能源车电池指数发起式C,指数型-股票,WJGZXNYCDCZSFQSC,WANJIAGUOZHENGXINNENGYUANCHEDIANCHIZHISHUFAQISHIC
018381,安信红利精选混合A,混合型-偏股,AXHLJXHHA,ANXINHONGLIJINGXUANHUNHEA
018382,安信红利精选混合C,混合型-偏股,AXHLJXHHC,ANXINHONGLIJINGXUANHUNHEC
018385,招商中证全指软件ETF发起式联接A,指数型-股票,ZSZZQZRJETFFQSLJA,ZHAOSHANGZHONGZHENGQUANZHIRUANJIANETFFAQISHILIANJIEA
018386,招商中证全指软件ETF发起式联接C,指数型-股票,ZSZZQZRJETFFQSLJC,ZHAOSHANGZHONGZHENGQUANZHIRUANJIANETFFAQISHILIANJIEC
018387,华泰柏瑞中证港股通高股息投资ETF发起式联接A,指数型-股票,HTBRZZGGTGGXTZETFFQSLJA,HUATAIBAIRUIZHONGZHENGGANGGUTONGGAOGUXITOUZIETFFAQISHILIANJIEA
018388,华泰柏瑞中证港股通高股息投资ETF发起式联接C,指数型-股票,HTBRZZGGTGGXTZETFFQSLJC,HUATAIBAIRUIZHONGZHENGGANGGUTONGGAOGUXITOUZIETFFAQISHILIANJIEC
018389,国投瑞银新兴产业混合(LOF)C,混合型-灵活,GTRYXXCYHHLOFC,GUOTOURUIYINXINXINGCHANYEHUNHELOFC
018390,国富中国收益混合C,混合型-平衡,GFZGSYHHC,GUOFUZHONGGUOSHOUYIHUNHEC
018391,南方金ETF联接A,指数型-其他,NFJETFLJA,NANFANGJINETFLIANJIEA
018392,南方金ETF联接C,指数型-其他,NFJETFLJC,NANFANGJINETFLIANJIEC
018393,富国稳健添利债券A,债券型-混合二级,FGWJTLZQA,FUGUOWENJIANTIANLIZHAIQUANA
018394,富国稳健添利债券C,债券型-混合二级,FGWJTLZQC,FUGUOWENJIANTIANLIZHAIQUANC
018395,招商中证全指医疗器械ETF发起式联接A,指数型-股票,ZSZZQZYLQXETFFQSLJA,ZHAOSHANGZHONGZHENGQUANZHIYILIAOQIXIEETFFAQISHILIANJIEA
018396,招商中证全指医疗器械ETF发起式联接C,指数型-股票,ZSZZQZYLQXETFFQSLJC,ZHAOSHANGZHONGZHENGQUANZHIYILIAOQIXIEETFFAQISHILIANJIEC
018397,博时中证医疗指数发起式A,指数型-股票,BSZZYLZSFQSA,BOSHIZHONGZHENGYILIAOZHISHUFAQISHIA
018398,博时中证医疗指数发起式C,指数型-股票,BSZZYLZSFQSC,BOSHIZHONGZHENGYILIAOZHISHUFAQISHIC
018399,博时臻选楚汇三个月持有债券(FOF)A,FOF-稳健型,BSZXCHSGYCYZQFOFA,BOSHIZHENXUANCHUHUISANGEYUECHIYOUZHAIQUANFOFA
018400,博时臻选楚汇三个月持有债券(FOF)C,FOF-稳健型,BSZXCHSGYCYZQFOFC,BOSHIZHENXUANCHUHUISANGEYUECHIYOUZHAIQUANFOFC
018401,嘉实成长驱动混合A,混合型-偏股,JSCZQDHHA,JIASHICHENGZHANGQUDONGHUNHEA
018402,嘉实成长驱动混合C,混合型-偏股,JSCZQDHHC,JIASHICHENGZHANGQUDONGHUNHEC
018403,富国稳健添利债券E,债券型-混合二级,FGWJTLZQE,FUGUOWENJIANTIANLIZHAIQUANE
018404,富安达智优量化选股混合型发起式C,混合型-偏股,FADZYLHXGHHXFQSC,FUANDAZHIYOULIANGHUAXUANGUHUNHEXINGFAQISHIC
018405,朱雀产业精选混合A,混合型-偏股,ZQCYJXHHA,ZHUQUECHANYEJINGXUANHUNHEA
018406,朱雀产业精选混合C,混合型-偏股,ZQCYJXHHC,ZHUQUECHANYEJINGXUANHUNHEC
018407,博时富耀一年定开债发起式,债券型-混合一级,BSFYYNDKZFQS,BOSHIFUYAOYINIANDINGKAIZHAIFAQISHI
018408,南方现金增利货币C,货币型-普通货币,NFXJZLHBC,NANFANGXIANJINZENGLIHUOBIC
018409,中欧价值回报混合A,混合型-偏股,ZOJZHBHHA,ZHONGOUJIAZHIHUIBAOHUNHEA
018410,中欧价值回报混合C,混合型-偏股,ZOJZHBHHC,ZHONGOUJIAZHIHUIBAOHUNHEC
018411,易方达中证芯片产业ETF联接发起式A,指数型-股票,YFDZZXPCYETFLJFQSA,YIFANGDAZHONGZHENGXINPIANCHANYEETFLIANJIEFAQISHIA
018412,易方达中证芯片产业ETF联接发起式C,指数型-股票,YFDZZXPCYETFLJFQSC,YIFANGDAZHONGZHENGXINPIANCHANYEETFLIANJIEFAQISHIC
018413,大成竞争优势混合C,混合型-偏股,DCJZYSHHC,DACHENGJINGZHENGYOUSHIHUNHEC
018414,南方稳瑞90天持有债券A,债券型-混合一级,NFWR90TCYZQA,NANFANGWENRUI90TIANCHIYOUZHAIQUANA
018415,南方稳瑞90天持有债券C,债券型-混合一级,NFWR90TCYZQC,NANFANGWENRUI90TIANCHIYOUZHAIQUANC
018416,东吴添瑞三个月定开债券A,债券型-长债,DWTRSGYDKZQA,DONGWUTIANRUISANGEYUEDINGKAIZHAIQUANA
018417,东吴添瑞三个月定开债券C,债券型-长债,DWTRSGYDKZQC,DONGWUTIANRUISANGEYUEDINGKAIZHAIQUANC
018420,汇添富稳航30天持有债券A,债券型-中短债,HTFWH30TCYZQA,HUITIANFUWENHANG30TIANCHIYOUZHAIQUANA
018421,汇添富稳航30天持有债券C,债券型-中短债,HTFWH30TCYZQC,HUITIANFUWENHANG30TIANCHIYOUZHAIQUANC
018422,汇添富稳裕30天滚动持有债券A,债券型-中短债,HTFWY30TGDCYZQA,HUITIANFUWENYU30TIANGUNDONGCHIYOUZHAIQUANA
018423,汇添富稳裕30天滚动持有债券C,债券型-中短债,HTFWY30TGDCYZQC,HUITIANFUWENYU30TIANGUNDONGCHIYOUZHAIQUANC
018424,路博迈中国机遇混合A,混合型-偏股,LBMZGJYHHA,LUBOMAIZHONGGUOJIYUHUNHEA
018425,路博迈中国机遇混合C,混合型-偏股,LBMZGJYHHC,LUBOMAIZHONGGUOJIYUHUNHEC
018426,国泰君安安裕纯债一年定开债券,债券型-中短债,GTJAAYCZYNDKZQ,GUOTAIJUNANANYUCHUNZHAIYINIANDINGKAIZHAIQUAN
018427,信澳瑞享利率债,债券型-长债,XARXLLZ,XINAORUIXIANGLILVZHAI
018428,摩根双季鑫6个月持有债券(FOF)A,FOF-稳健型,MGSJX6GYCYZQFOFA,MOGENSHUANGJIXIN6GEYUECHIYOUZHAIQUANFOFA
018429,摩根双季鑫6个月持有债券(FOF)C,FOF-稳健型,MGSJX6GYCYZQFOFC,MOGENSHUANGJIXIN6GEYUECHIYOUZHAIQUANFOFC
018430,摩根世代趋势混合发起式A,混合型-偏股,MGSDQSHHFQSA,MOGENSHIDAIQUSHIHUNHEFAQISHIA
018431,摩根世代趋势混合发起式C,混合型-偏股,MGSDQSHHFQSC,MOGENSHIDAIQUSHIHUNHEFAQISHIC
018432,嘉实恒生医疗保健指数发起式(QDII)A,指数型-海外股票,JSHSYLBJZSFQSQDIIA,JIASHIHENGSHENGYILIAOBAOJIANZHISHUFAQISHIQDIIA
018433,嘉实恒生医疗保健指数发起式(QDII)C,指数型-海外股票,JSHSYLBJZSFQSQDIIC,JIASHIHENGSHENGYILIAOBAOJIANZHISHUFAQISHIQDIIC
018434,嘉实均衡配置混合,混合型-偏股,JSJHPZHH,JIASHIJUNHENGPEIZHIHUNHE
018436,易方达保证金货币C,货币型-普通货币,YFDBZJHBC,YIFANGDABAOZHENGJINHUOBIC
018437,易方达保证金货币D,货币型-普通货币,YFDBZJHBD,YIFANGDABAOZHENGJINHUOBID
018438,财通资管品质消费混合发起式A,混合型-偏股,CTZGPZXFHHFQSA,CAITONGZIGUANPINZHIXIAOFEIHUNHEFAQISHIA
018439,财通资管品质消费混合发起式C,混合型-偏股,CTZGPZXFHHFQSC,CAITONGZIGUANPINZHIXIAOFEIHUNHEFAQISHIC
018440,汇添富量化选股混合A,混合型-偏股,HTFLHXGHHA,HUITIANFULIANGHUAXUANGUHUNHEA
018441,汇添富量化选股混合C,混合型-偏股,HTFLHXGHHC,HUITIANFULIANGHUAXUANGUHUNHEC
018442,汇添富成长领航混合A,混合型-偏股,HTFCZLHHHA,HUITIANFUCHENGZHANGLINGHANGHUNHEA
018443,汇添富成长领航混合C,混合型-偏股,HTFCZLHHHC,HUITIANFUCHENGZHANGLINGHANGHUNHEC
018444,东财瑞利债券A,债券型-长债,DCRLZQA,DONGCAIRUILIZHAIQUANA
018445,东财瑞利债券C,债券型-长债,DCRLZQC,DONGCAIRUILIZHAIQUANC
018446,工银领航三年持有混合,混合型-偏股,GYLHSNCYHH,GONGYINLINGHANGSANNIANCHIYOUHUNHE
018447,长城价值优选混合C,混合型-偏股,CCJZYXHHC,CHANGCHENGJIAZHIYOUXUANHUNHEC
018448,中欧琪和灵活配置混合E,混合型-灵活,ZOQHLHPZHHE,ZHONGOUQIHELINGHUOPEIZHIHUNHEE
018449,中欧瑾通灵活配置混合E,混合型-灵活,ZOJTLHPZHHE,ZHONGOUJINTONGLINGHUOPEIZHIHUNHEE
018450,富安达富祥利率债A,债券型-长债,FADFXLLZA,FUANDAFUXIANGLILVZHAIA
018451,富安达富祥利率债C,债券型-长债,FADFXLLZC,FUANDAFUXIANGLILVZHAIC
018452,银河中证同业存单AAA指数7天持有期,指数型-固收,YHZZTYCDAAAZS7TCYQ,YINHEZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
018453,蜂巢中证同业存单AAA指数7天持有期,指数型-固收,FCZZTYCDAAAZS7TCYQ,FENGCHAOZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
018454,大成互联网思维混合C,混合型-灵活,DCHLWSWHHC,DACHENGHULIANWANGSIWEIHUNHEC
018455,建信开元耀享9个月持有期混合发起A,混合型-偏债,JXKYYX9GYCYQHHFQA,JIANXINKAIYUANYAOXIANG9GEYUECHIYOUQIHUNHEFAQIA
018456,建信开元耀享9个月持有期混合发起C,混合型-偏债,JXKYYX9GYCYQHHFQC,JIANXINKAIYUANYAOXIANG9GEYUECHIYOUQIHUNHEFAQIC
018457,大成价值增长混合C,混合型-灵活,DCJZZZHHC,DACHENGJIAZHIZENGZHANGHUNHEC
018458,华润元大润享三个月定开债A,债券型-长债,HRYDRXSGYDKZA,HUARUNYUANDARUNXIANGSANGEYUEDINGKAIZHAIA
018459,华润元大润享三个月定开债C,债券型-长债,HRYDRXSGYDKZC,HUARUNYUANDARUNXIANGSANGEYUEDINGKAIZHAIC
018460,大成新锐产业混合C,混合型-偏股,DCXRCYHHC,DACHENGXINRUICHANYEHUNHEC
018461,大成积极成长混合C,混合型-偏股,DCJJCZHHC,DACHENGJIJICHENGZHANGHUNHEC
018462,光大保德信智能汽车主题股票C,股票型,GDBDXZNQCZTGPC,GUANGDABAODEXINZHINENGQICHEZHUTIGUPIAOC
018463,德邦稳盈增长灵活配置混合C,混合型-灵活,DBWYZZLHPZHHC,DEBANGWENYINGZENGZHANGLINGHUOPEIZHIHUNHEC
018464,光大保德信睿盈混合C,混合型-偏股,GDBDXRYHHC,GUANGDABAODEXINRUIYINGHUNHEC
018465,嘉实稳健添翼一年持有混合A,混合型-偏债,JSWJTYYNCYHHA,JIASHIWENJIANTIANYIYINIANCHIYOUHUNHEA
018466,嘉实稳健添翼一年持有混合C,混合型-偏债,JSWJTYYNCYHHC,JIASHIWENJIANTIANYIYINIANCHIYOUHUNHEC
018467,嘉实领航聚鑫稳健配置6个月持有期混合(FOF)A,FOF-稳健型,JSLHJXWJPZ6GYCYQHHFOFA,JIASHILINGHANGJUXINWENJIANPEIZHI6GEYUECHIYOUQIHUNHEFOFA
018468,嘉实领航聚鑫稳健配置6个月持有期混合(FOF)C,FOF-稳健型,JSLHJXWJPZ6GYCYQHHFOFC,JIASHILINGHANGJUXINWENJIANPEIZHI6GEYUECHIYOUQIHUNHEFOFC
018469,国富弹性市值混合C,混合型-偏股,GFTXSZHHC,GUOFUTANXINGSHIZHIHUNHEC
018470,国富策略回报混合C,混合型-灵活,GFCLHBHHC,GUOFUCELUEHUIBAOHUNHEC
018471,南方津享稳健添利债券A,债券型-混合二级,NFJXWJTLZQA,NANFANGJINXIANGWENJIANTIANLIZHAIQUANA
018472,南方津享稳健添利债券C,债券型-混合二级,NFJXWJTLZQC,NANFANGJINXIANGWENJIANTIANLIZHAIQUANC
018473,创金合信行业轮动量化选股股票A,股票型,CJHXHYLDLHXGGPA,CHUANGJINHEXINHANGYELUNDONGLIANGHUAXUANGUGUPIAOA
018474,创金合信行业轮动量化选股股票C,股票型,CJHXHYLDLHXGGPC,CHUANGJINHEXINHANGYELUNDONGLIANGHUAXUANGUGUPIAOC
018475,万家恒生互联网科技业指数发起式(QDII)A,指数型-海外股票,WJHSHLWKJYZSFQSQDIIA,WANJIAHENGSHENGHULIANWANGKEJIYEZHISHUFAQISHIQDIIA
018476,万家恒生互联网科技业指数发起式(QDII)C,指数型-海外股票,WJHSHLWKJYZSFQSQDIIC,WANJIAHENGSHENGHULIANWANGKEJIYEZHISHUFAQISHIQDIIC
018477,富国安瑞30天持有期债券发起式A,债券型-中短债,FGAR30TCYQZQFQSA,FUGUOANRUI30TIANCHIYOUQIZHAIQUANFAQISHIA
018478,富国安瑞30天持有期债券发起式C,债券型-中短债,FGAR30TCYQZQFQSC,FUGUOANRUI30TIANCHIYOUQIZHAIQUANFAQISHIC
018479,东方红6个月持有债券A,债券型-混合一级,DFH6GYCYZQA,DONGFANGHONG6GEYUECHIYOUZHAIQUANA
018480,东方红6个月持有债券C,债券型-混合一级,DFH6GYCYZQC,DONGFANGHONG6GEYUECHIYOUZHAIQUANC
018481,中金恒新90天持有债券发起,债券型-混合二级,ZJHX90TCYZQFQ,ZHONGJINHENGXIN90TIANCHIYOUZHAIQUANFAQI
018482,鹏华创业板50ETF联接A,指数型-股票,PHCYB50ETFLJA,PENGHUACHUANGYEBAN50ETFLIANJIEA
018483,鹏华创业板50ETF联接C,指数型-股票,PHCYB50ETFLJC,PENGHUACHUANGYEBAN50ETFLIANJIEC
018484,财通资管医疗保健混合A,混合型-偏股,CTZGYLBJHHA,CAITONGZIGUANYILIAOBAOJIANHUNHEA
018485,财通资管医疗保健混合C,混合型-偏股,CTZGYLBJHHC,CAITONGZIGUANYILIAOBAOJIANHUNHEC
018486,国投瑞银货币D,货币型-普通货币,GTRYHBD,GUOTOURUIYINHUOBID
018487,汇添富鑫荣纯债A,债券型-长债,HTFXRCZA,HUITIANFUXINRONGCHUNZHAIA
018488,汇添富鑫荣纯债C,债券型-长债,HTFXRCZC,HUITIANFUXINRONGCHUNZHAIC
018489,万家中证工业有色金属主题ETF发起式联接A,指数型-股票,WJZZGYYSJSZTETFFQSLJA,WANJIAZHONGZHENGGONGYEYOUSEJINSHUZHUTIETFFAQISHILIANJIEA
018490,万家中证工业有色金属主题ETF发起式联接C,指数型-股票,WJZZGYYSJSZTETFFQSLJC,WANJIAZHONGZHENGGONGYEYOUSEJINSHUZHUTIETFFAQISHILIANJIEC
018491,格林聚合增强债券A,债券型-混合二级,GLJHZQZQA,GELINJUHEZENGQIANGZHAIQUANA
018492,格林聚合增强债券C,债券型-混合二级,GLJHZQZQC,GELINJUHEZENGQIANGZHAIQUANC
018493,西部利得汇鑫6个月持有期混合A,混合型-偏债,XBLDHX6GYCYQHHA,XIBULIDEHUIXIN6GEYUECHIYOUQIHUNHEA
018494,西部利得汇鑫6个月持有期混合C,混合型-偏债,XBLDHX6GYCYQHHC,XIBULIDEHUIXIN6GEYUECHIYOUQIHUNHEC
018495,融通产业趋势臻选股票C,股票型,RTCYQSZXGPC,RONGTONGCHANYEQUSHIZHENXUANGUPIAOC
018496,恒生前海恒润纯债A,债券型-长债,HSQHHRCZA,HENGSHENGQIANHAIHENGRUNCHUNZHAIA
018497,恒生前海恒润纯债C,债券型-长债,HSQHHRCZC,HENGSHENGQIANHAIHENGRUNCHUNZHAIC
018498,渤海汇金优选平衡一年持有混合发起(FOF)A,FOF-均衡型,BHHJYXPHYNCYHHFQFOFA,BOHAIHUIJINYOUXUANPINGHENGYINIANCHIYOUHUNHEFAQIFOFA
018499,渤海汇金优选平衡一年持有混合发起(FOF)C,FOF-均衡型,BHHJYXPHYNCYHHFQFOFC,BOHAIHUIJINYOUXUANPINGHENGYINIANCHIYOUHUNHEFAQIFOFC
018500,兴银收益增强C,债券型-混合二级,XYSYZQC,XINGYINSHOUYIZENGQIANGC
018501,光大保德信中国制造2025灵活配置混合C,混合型-灵活,GDBDXZGZZ2025LHPZHHC,GUANGDABAODEXINZHONGGUOZHIZAO2025LINGHUOPEIZHIHUNHEC
018502,东财中证光伏指数发起式A,指数型-股票,DCZZGFZSFQSA,DONGCAIZHONGZHENGGUANGFUZHISHUFAQISHIA
018503,东财中证光伏指数发起式C,指数型-股票,DCZZGFZSFQSC,DONGCAIZHONGZHENGGUANGFUZHISHUFAQISHIC
018504,景顺长城周期优选混合A,混合型-偏股,JSCCZQYXHHA,JINGSHUNCHANGCHENGZHOUQIYOUXUANHUNHEA
018505,景顺长城周期优选混合C,混合型-偏股,JSCCZQYXHHC,JINGSHUNCHANGCHENGZHOUQIYOUXUANHUNHEC
018506,创金合信益久9个月持有期债券A,债券型-混合二级,CJHXYJ9GYCYQZQA,CHUANGJINHEXINYIJIU9GEYUECHIYOUQIZHAIQUANA
018507,创金合信益久9个月持有期债券C,债券型-混合二级,CJHXYJ9GYCYQZQC,CHUANGJINHEXINYIJIU9GEYUECHIYOUQIZHAIQUANC
018508,创金合信益久9个月持有期债券E,债券型-混合二级,CJHXYJ9GYCYQZQE,CHUANGJINHEXINYIJIU9GEYUECHIYOUQIZHAIQUANE
018509,国泰君安君享利30天滚动持有债券发起A,债券型-长债,GTJAJXL30TGDCYZQFQA,GUOTAIJUNANJUNXIANGLI30TIANGUNDONGCHIYOUZHAIQUANFAQIA
018510,国泰君安君享利30天滚动持有债券发起C,债券型-长债,GTJAJXL30TGDCYZQFQC,GUOTAIJUNANJUNXIANGLI30TIANGUNDONGCHIYOUZHAIQUANFAQIC
018511,东方红欣和积极3个月持有混合(FOF)A,FOF-进取型,DFHXHJJ3GYCYHHFOFA,DONGFANGHONGXINHEJIJI3GEYUECHIYOUHUNHEFOFA
018512,东方红欣和积极3个月持有混合(FOF)C,FOF-进取型,DFHXHJJ3GYCYHHFOFC,DONGFANGHONGXINHEJIJI3GEYUECHIYOUHUNHEFOFC
018513,易方达养老2045五年持有混合(FOF),FOF-均衡型,YFDYL2045WNCYHHFOF,YIFANGDAYANGLAO2045WUNIANCHIYOUHUNHEFOF
018514,南方康乐养老目标日期2045三年持有混合发起(FOF),FOF-均衡型,NFKLYLMBRQ2045SNCYHHFQFOF,NANFANGKANGLEYANGLAOMUBIAORIQI2045SANNIANCHIYOUHUNHEFAQIFOF
018515,中欧预见养老2040三年持有混合发起(FOF),FOF-均衡型,ZOYJYL2040SNCYHHFQFOF,ZHONGOUYUJIANYANGLAO2040SANNIANCHIYOUHUNHEFAQIFOF
018516,恒越安裕纯债债券,债券型-长债,HYAYCZZQ,HENGYUEANYUCHUNZHAIZHAIQUAN
018517,民生加银量化中国混合C,混合型-灵活,MSJYLHZGHHC,MINSHENGJIAYINLIANGHUAZHONGGUOHUNHEC
018518,大成景信债券A,债券型-长债,DCJXZQA,DACHENGJINGXINZHAIQUANA
018519,大成景信债券C,债券型-长债,DCJXZQC,DACHENGJINGXINZHAIQUANC
018520,淳厚瑞明债券A,债券型-长债,CHRMZQA,CHUNHOURUIMINGZHAIQUANA
018521,淳厚瑞明债券C,债券型-长债,CHRMZQC,CHUNHOURUIMINGZHAIQUANC
018522,信澳颐远养老目标2055五年持有期混合型发起式(FOF),FOF-进取型,XAYYYLMB2055WNCYQHHXFQSFOF,XINAOYIYUANYANGLAOMUBIAO2055WUNIANCHIYOUQIHUNHEXINGFAQISHIFOF
018523,华泰紫金恒生互联网科技业指数型发起基金(QDII)A,指数型-海外股票,HTZJHSHLWKJYZSXFQJJQDIIA,HUATAIZIJINHENGSHENGHULIANWANGKEJIYEZHISHUXINGFAQIJIJINQDIIA
018524,华泰紫金恒生互联网科技业指数型发起基金(QDII)C,指数型-海外股票,HTZJHSHLWKJYZSXFQJJQDIIC,HUATAIZIJINHENGSHENGHULIANWANGKEJIYEZHISHUXINGFAQIJIJINQDIIC
018525,银河招益6个月持有混合A,混合型-偏债,YHZY6GYCYHHA,YINHEZHAOYI6GEYUECHIYOUHUNHEA
018526,银河招益6个月持有混合C,混合型-偏债,YHZY6GYCYHHC,YINHEZHAOYI6GEYUECHIYOUHUNHEC
018527,银河星汇30天持有债券A,债券型-中短债,YHXH30TCYZQA,YINHEXINGHUI30TIANCHIYOUZHAIQUANA
018528,银河星汇30天持有债券C,债券型-中短债,YHXH30TCYZQC,YINHEXINGHUI30TIANCHIYOUZHAIQUANC
018529,华宝大健康混合C,混合型-偏股,HBDJKHHC,HUABAODAJIANKANGHUNHEC
018530,中欧稳鑫180天持有债券A,债券型-混合一级,ZOWX180TCYZQA,ZHONGOUWENXIN180TIANCHIYOUZHAIQUANA
018531,中欧稳鑫180天持有债券C,债券型-混合一级,ZOWX180TCYZQC,ZHONGOUWENXIN180TIANCHIYOUZHAIQUANC
018532,鹏华丰景债券,债券型-长债,PHFJZQ,PENGHUAFENGJINGZHAIQUAN
018533,南方中证互联网指数(LOF)C,指数型-股票,NFZZHLWZSLOFC,NANFANGZHONGZHENGHULIANWANGZHISHULOFC
018534,银河景泰债券A,债券型-长债,YHJTZQA,YINHEJINGTAIZHAIQUANA
018535,银河景泰债券C,债券型-长债,YHJTZQC,YINHEJINGTAIZHAIQUANC
018536,汇添富上证综合指数C,指数型-股票,HTFSZZHZSC,HUITIANFUSHANGZHENGZONGHEZHISHUC
018537,中银鑫盛一年持有债券A,债券型-混合一级,ZYXSYNCYZQA,ZHONGYINXINSHENGYINIANCHIYOUZHAIQUANA
018538,中银鑫盛一年持有债券C,债券型-混合一级,ZYXSYNCYZQC,ZHONGYINXINSHENGYINIANCHIYOUZHAIQUANC
018539,中银富利6个月持有期混合A,混合型-偏债,ZYFL6GYCYQHHA,ZHONGYINFULI6GEYUECHIYOUQIHUNHEA
018540,中银富利6个月持有期混合C,混合型-偏债,ZYFL6GYCYQHHC,ZHONGYINFULI6GEYUECHIYOUQIHUNHEC
018541,建信鑫安回报灵活配置混合C,混合型-灵活,JXXAHBLHPZHHC,JIANXINXINANHUIBAOLINGHUOPEIZHIHUNHEC
018542,南方荣年一年持有混合E,混合型-偏债,NFRNYNCYHHE,NANFANGRONGNIANYINIANCHIYOUHUNHEE
018543,汇添富黄金及贵金属(QDII-LOF-FOF)C,QDII-商品,HTFHJJGJSQDIILOFFOFC,HUITIANFUHUANGJINJIGUIJINSHUQDIILOFFOFC
018544,国投瑞银美丽中国混合C,混合型-灵活,GTRYMLZGHHC,GUOTOURUIYINMEILIZHONGGUOHUNHEC
018545,国投瑞银瑞盛混合(LOF)C,混合型-灵活,GTRYRSHHLOFC,GUOTOURUIYINRUISHENGHUNHELOFC
018546,国投瑞银瑞盈混合(LOF)C,混合型-灵活,GTRYRYHHLOFC,GUOTOURUIYINRUIYINGHUNHELOFC
018547,金鹰产业智选一年持有混合A,混合型-偏股,JYCYZXYNCYHHA,JINYINGCHANYEZHIXUANYINIANCHIYOUHUNHEA
018548,金鹰产业智选一年持有混合C,混合型-偏股,JYCYZXYNCYHHC,JINYINGCHANYEZHIXUANYINIANCHIYOUHUNHEC
018549,金鹰研究驱动混合A,混合型-偏股,JYYJQDHHA,JINYINGYANJIUQUDONGHUNHEA
018550,金鹰研究驱动混合C,混合型-偏股,JYYJQDHHC,JINYINGYANJIUQUDONGHUNHEC
018553,景顺长城中小盘混合C,混合型-偏股,JSCCZXPHHC,JINGSHUNCHANGCHENGZHONGXIAOPANHUNHEC
018554,交银启嘉混合A,混合型-偏股,JYQJHHA,JIAOYINQIJIAHUNHEA
018555,交银启嘉混合C,混合型-偏股,JYQJHHC,JIAOYINQIJIAHUNHEC
018556,中银新经济灵活配置混合C,混合型-灵活,ZYXJJLHPZHHC,ZHONGYINXINJINGJILINGHUOPEIZHIHUNHEC
018557,易方达中证港股通医药卫生综合ETF发起式联接A,指数型-股票,YFDZZGGTYYWSZHETFFQSLJA,YIFANGDAZHONGZHENGGANGGUTONGYIYAOWEISHENGZONGHEETFFAQISHILIANJIEA
018558,易方达中证港股通医药卫生综合ETF发起式联接C,指数型-股票,YFDZZGGTYYWSZHETFFQSLJC,YIFANGDAZHONGZHENGGANGGUTONGYIYAOWEISHENGZONGHEETFFAQISHILIANJIEC
018559,广发景佳纯债,债券型-长债,GFJJCZ,GUANGFAJINGJIACHUNZHAI
018561,中信保诚多策略混合(LOF)C,混合型-灵活,ZXBCDCLHHLOFC,ZHONGXINBAOCHENGDUOCELUEHUNHELOFC
018562,嘉实同舟债券A,债券型-混合二级,JSTZZQA,JIASHITONGZHOUZHAIQUANA
018563,嘉实同舟债券C,债券型-混合二级,JSTZZQC,JIASHITONGZHOUZHAIQUANC
018564,嘉实中证全指家用电器指数发起式A,指数型-股票,JSZZQZJYDQZSFQSA,JIASHIZHONGZHENGQUANZHIJIAYONGDIANQIZHISHUFAQISHIA
018565,嘉实中证全指家用电器指数发起式C,指数型-股票,JSZZQZJYDQZSFQSC,JIASHIZHONGZHENGQUANZHIJIAYONGDIANQIZHISHUFAQISHIC
018566,恒生前海恒源泓利债券A,债券型-混合二级,HSQHHYHLZQA,HENGSHENGQIANHAIHENGYUANHONGLIZHAIQUANA
018567,恒生前海恒源泓利债券C,债券型-混合二级,HSQHHYHLZQC,HENGSHENGQIANHAIHENGYUANHONGLIZHAIQUANC
018568,长信稳固60天滚动持有债券A,债券型-中短债,CXWG60TGDCYZQA,CHANGXINWENGU60TIANGUNDONGCHIYOUZHAIQUANA
